"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"2655","NGC 2655","Galaxy","10.1",79.544,"Camelopardalis","08h55m","+78°13'","Arp 225",78.2166666666667,133.75,"planetarium.addPointer({
    'ra':  133.75 ,
    'dec':  78.2166666666667 ,
    'label': ' NGC 2655 ',
    'colour': ' rgb(255,0,0) '});"
"2657","NGC 2657","Galaxy","13.9",209.292,"Cancer","08h45m","+09°38'","",9.63333333333333,131.25,"planetarium.addPointer({
    'ra':  131.25 ,
    'dec':  9.63333333333333 ,
    'label': ' NGC 2657 ',
    'colour': ' rgb(255,0,0) '});"
"2663","NGC 2663","Galaxy","10.6",96.496,"Pyxis","08h45m","-33°47'","",-32.2166666666667,131.25,"planetarium.addPointer({
    'ra':  131.25 ,
    'dec':  -32.2166666666667 ,
    'label': ' NGC 2663 ',
    'colour': ' rgb(255,0,0) '});"
"2672","NGC 2672","Galaxy","11.6",163.652,"Cancer","08h49m","+19°04'","",19.0666666666667,132.25,"planetarium.addPointer({
    'ra':  132.25 ,
    'dec':  19.0666666666667 ,
    'label': ' NGC 2672 ',
    'colour': ' rgb(255,0,0) '});"
"2673","NGC 2673","Galaxy","12.9",188.591,"Cancer","08h49m","+19°04'","",19.0666666666667,132.25,"planetarium.addPointer({
    'ra':  132.25 ,
    'dec':  19.0666666666667 ,
    'label': ' NGC 2673 ',
    'colour': ' rgb(255,0,0) '});"
"2675","NGC 2675","Galaxy","13.3",449.88,"Ursa Major","08h52m","+53°37'","",53.6166666666667,133,"planetarium.addPointer({
    'ra':  133 ,
    'dec':  53.6166666666667 ,
    'label': ' NGC 2675 ',
    'colour': ' rgb(255,0,0) '});"
"2676","NGC 2676","Galaxy","14.5",279.382,"Ursa Major","08h51m","+47°33'","",47.55,132.75,"planetarium.addPointer({
    'ra':  132.75 ,
    'dec':  47.55 ,
    'label': ' NGC 2676 ',
    'colour': ' rgb(255,0,0) '});"
"2677","NGC 2677","Galaxy","15.2",203.424,"Cancer","08h50m","+19°00'","",19,132.5,"planetarium.addPointer({
    'ra':  132.5 ,
    'dec':  19 ,
    'label': ' NGC 2677 ',
    'colour': ' rgb(255,0,0) '});"
"2685","NGC 2685","Galaxy","11.2",37.816,"Ursa Major","08h55m","+58°44'","Helix Galaxy, Pancake Galaxy, Arp 336",58.7333333333333,133.75,"planetarium.addPointer({
    'ra':  133.75 ,
    'dec':  58.7333333333333 ,
    'label': ' NGC 2685 ',
    'colour': ' rgb(255,0,0) '});"
"2691","NGC 2691","Galaxy","13.9",154.361,"Lynx","08h54m","+39°32'","Mrk 391",39.5333333333333,133.5,"planetarium.addPointer({
    'ra':  133.5 ,
    'dec':  39.5333333333333 ,
    'label': ' NGC 2691 ',
    'colour': ' rgb(255,0,0) '});"
"2692","NGC 2692","Galaxy","12.8",107.906,"Ursa Major","08h56m","+52°03'","",52.05,134,"planetarium.addPointer({
    'ra':  134 ,
    'dec':  52.05 ,
    'label': ' NGC 2692 ',
    'colour': ' rgb(255,0,0) '});"
"2693","NGC 2693","Galaxy","11.9",196.252,"Ursa Major","08h56m","+51°20'","",51.3333333333333,134,"planetarium.addPointer({
    'ra':  134 ,
    'dec':  51.3333333333333 ,
    'label': ' NGC 2693 ',
    'colour': ' rgb(255,0,0) '});"
"2694","NGC 2694","Galaxy","14.1",258.844,"Ursa Major","08h56m","+51°19'","",51.3166666666667,134,"planetarium.addPointer({
    'ra':  134 ,
    'dec':  51.3166666666667 ,
    'label': ' NGC 2694 ',
    'colour': ' rgb(255,0,0) '});"
"2695","NGC 2695","Galaxy","12.0",111.492,"Hydra","08h54m","-03°04'","",-2.93333333333333,133.5,"planetarium.addPointer({
    'ra':  133.5 ,
    'dec':  -2.93333333333333 ,
    'label': ' NGC 2695 ',
    'colour': ' rgb(255,0,0) '});"
"2696","NGC 2696","Galaxy","15.9",508.56,"Hydra","08h50m","-05°00'","",-5,132.5,"planetarium.addPointer({
    'ra':  132.5 ,
    'dec':  -5 ,
    'label': ' NGC 2696 ',
    'colour': ' rgb(255,0,0) '});"
"2699","NGC 2699","Galaxy","13.5",87.694,"Hydra","08h55m","-03°07'","",-2.88333333333333,133.75,"planetarium.addPointer({
    'ra':  133.75 ,
    'dec':  -2.88333333333333 ,
    'label': ' NGC 2699 ',
    'colour': ' rgb(255,0,0) '});"
"2706","NGC 2706","Galaxy","13.7",103.016,"Hydra","08h56m","-02°33'","",-1.45,134,"planetarium.addPointer({
    'ra':  134 ,
    'dec':  -1.45 ,
    'label': ' NGC 2706 ',
    'colour': ' rgb(255,0,0) '});"
"2708","NGC 2708","Galaxy","12.0",130.074,"Hydra","08h56m","-03°21'","",-2.65,134,"planetarium.addPointer({
    'ra':  134 ,
    'dec':  -2.65 ,
    'label': ' NGC 2708 ',
    'colour': ' rgb(255,0,0) '});"
"2710","NGC 2710","Galaxy","13.1",136.594,"Ursa Major","08h59m","+55°42'","",55.7,134.75,"planetarium.addPointer({
    'ra':  134.75 ,
    'dec':  55.7 ,
    'label': ' NGC 2710 ',
    'colour': ' rgb(255,0,0) '});"
"2713","NGC 2713","Galaxy","11.8",199.838,"Hydra","08h57m","+02°55'","",2.91666666666667,134.25,"planetarium.addPointer({
    'ra':  134.25 ,
    'dec':  2.91666666666667 ,
    'label': ' NGC 2713 ',
    'colour': ' rgb(255,0,0) '});"
"2714","NGC 2714","Galaxy","14.0",109.862,"Carina","08h53m","-59°13'","",-58.7833333333333,133.25,"planetarium.addPointer({
    'ra':  133.25 ,
    'dec':  -58.7833333333333 ,
    'label': ' NGC 2714 ',
    'colour': ' rgb(255,0,0) '});"
"2715","NGC 2715","Galaxy","11.5",66.178,"Camelopardalis","09h08m","+78°05'","",78.0833333333333,137,"planetarium.addPointer({
    'ra':  137 ,
    'dec':  78.0833333333333 ,
    'label': ' NGC 2715 ',
    'colour': ' rgb(255,0,0) '});"
"2717","NGC 2717","Galaxy","12.3",96.496,"Pyxis","08h57m","-24°40'","",-23.3333333333333,134.25,"planetarium.addPointer({
    'ra':  134.25 ,
    'dec':  -23.3333333333333 ,
    'label': ' NGC 2717 ',
    'colour': ' rgb(255,0,0) '});"
"2721","NGC 2721","Galaxy","13.2",194.133,"Hydra","08h58m","-04°54'","",-3.1,134.5,"planetarium.addPointer({
    'ra':  134.5 ,
    'dec':  -3.1 ,
    'label': ' NGC 2721 ',
    'colour': ' rgb(255,0,0) '});"
"2722","NGC 2722","Galaxy","13.5",133.334,"Hydra","08h58m","-03°42'","",-2.3,134.5,"planetarium.addPointer({
    'ra':  134.5 ,
    'dec':  -2.3 ,
    'label': ' NGC 2722 ',
    'colour': ' rgb(255,0,0) '});"
"2726","NGC 2726","Galaxy","7.8",181.582,"Ursa Major","09h04m","+59°55'","Cr 205, Mrk 18",59.9166666666667,136,"planetarium.addPointer({
    'ra':  136 ,
    'dec':  59.9166666666667 ,
    'label': ' NGC 2726 ',
    'colour': ' rgb(255,0,0) '});"
"2729","NGC 2729","Galaxy","14.1",207.662,"Hydra","09h01m","+03°43'","",3.71666666666667,135.25,"planetarium.addPointer({
    'ra':  135.25 ,
    'dec':  3.71666666666667 ,
    'label': ' NGC 2729 ',
    'colour': ' rgb(255,0,0) '});"
"2731","NGC 2731","Galaxy","14.1",107.417,"Cancer","09h02m","+08°18'","",8.3,135.5,"planetarium.addPointer({
    'ra':  135.5 ,
    'dec':  8.3 ,
    'label': ' NGC 2731 ',
    'colour': ' rgb(255,0,0) '});"
"2732","NGC 2732","Galaxy","11.9",97.148,"Camelopardalis","09h13m","+79°11'","",79.1833333333333,138.25,"planetarium.addPointer({
    'ra':  138.25 ,
    'dec':  79.1833333333333 ,
    'label': ' NGC 2732 ',
    'colour': ' rgb(255,0,0) '});"
"2735","NGC 2735","Galaxy","13.3",168.216,"Cancer","09h02m","+25°56'","Arp 287",25.9333333333333,135.5,"planetarium.addPointer({
    'ra':  135.5 ,
    'dec':  25.9333333333333 ,
    'label': ' NGC 2735 ',
    'colour': ' rgb(255,0,0) '});"
"2737","NGC 2737","Galaxy","14.6",141.81,"Cancer","09h03m","+21°54'","",21.9,135.75,"planetarium.addPointer({
    'ra':  135.75 ,
    'dec':  21.9 ,
    'label': ' NGC 2737 ',
    'colour': ' rgb(255,0,0) '});"
"2738","NGC 2738","Galaxy","13.8",147.841,"Cancer","09h04m","+21°58'","",21.9666666666667,136,"planetarium.addPointer({
    'ra':  136 ,
    'dec':  21.9666666666667 ,
    'label': ' NGC 2738 ',
    'colour': ' rgb(255,0,0) '});"
"2742","NGC 2742","Galaxy","11.5",91.28,"Ursa Major","09h09m","+62°14'","",62.2333333333333,137.25,"planetarium.addPointer({
    'ra':  137.25 ,
    'dec':  62.2333333333333 ,
    'label': ' NGC 2742 ',
    'colour': ' rgb(255,0,0) '});"
"2745","NGC 2745","Galaxy","15.7",243.522,"Cancer","09h04m","+18°15'","",18.25,136,"planetarium.addPointer({
    'ra':  136 ,
    'dec':  18.25 ,
    'label': ' NGC 2745 ',
    'colour': ' rgb(255,0,0) '});"
"2749","NGC 2749","Galaxy","11.8",194.622,"Cancer","09h05m","+18°18'","",18.3,136.25,"planetarium.addPointer({
    'ra':  136.25 ,
    'dec':  18.3 ,
    'label': ' NGC 2749 ',
    'colour': ' rgb(255,0,0) '});"
"2754","NGC 2754","Galaxy","15.3",266.016,"Hydra","09h05m","-19°05'","",-18.9166666666667,136.25,"planetarium.addPointer({
    'ra':  136.25 ,
    'dec':  -18.9166666666667 ,
    'label': ' NGC 2754 ',
    'colour': ' rgb(255,0,0) '});"
"2756","NGC 2756","Galaxy","13.1",177.67,"Ursa Major","09h09m","+53°50'","",53.8333333333333,137.25,"planetarium.addPointer({
    'ra':  137.25 ,
    'dec':  53.8333333333333 ,
    'label': ' NGC 2756 ',
    'colour': ' rgb(255,0,0) '});"
"2759","NGC 2759","Galaxy","13.0",335.78,"Lynx","09h08m","+37°37'","",37.6166666666667,137,"planetarium.addPointer({
    'ra':  137 ,
    'dec':  37.6166666666667 ,
    'label': ' NGC 2759 ',
    'colour': ' rgb(255,0,0) '});"
"2763","NGC 2763","Galaxy","12.1",92.095,"Hydra","09h06m","-15°29'","",-14.5166666666667,136.5,"planetarium.addPointer({
    'ra':  136.5 ,
    'dec':  -14.5166666666667 ,
    'label': ' NGC 2763 ',
    'colour': ' rgb(255,0,0) '});"
"2764","NGC 2764","Galaxy","12.9",121.924,"Cancer","09h08m","+21°26'","",21.4333333333333,137,"planetarium.addPointer({
    'ra':  137 ,
    'dec':  21.4333333333333 ,
    'label': ' NGC 2764 ',
    'colour': ' rgb(255,0,0) '});"
"2765","NGC 2765","Galaxy","13.2",191.036,"Hydra","09h07m","+03°23'","",3.38333333333333,136.75,"planetarium.addPointer({
    'ra':  136.75 ,
    'dec':  3.38333333333333 ,
    'label': ' NGC 2765 ',
    'colour': ' rgb(255,0,0) '});"
"2766","NGC 2766","Galaxy","14.5",255.584,"Cancer","09h08m","+29°51'","",29.85,137,"planetarium.addPointer({
    'ra':  137 ,
    'dec':  29.85 ,
    'label': ' NGC 2766 ',
    'colour': ' rgb(255,0,0) '});"
"2767","NGC 2767","Galaxy","14.5",308.07,"Ursa Major","09h10m","+50°24'","",50.4,137.5,"planetarium.addPointer({
    'ra':  137.5 ,
    'dec':  50.4 ,
    'label': ' NGC 2767 ',
    'colour': ' rgb(255,0,0) '});"
"2772","NGC 2772","Galaxy","14.2",189.732,"Pyxis","09h07m","-23°37'","",-22.3833333333333,136.75,"planetarium.addPointer({
    'ra':  136.75 ,
    'dec':  -22.3833333333333 ,
    'label': ' NGC 2772 ',
    'colour': ' rgb(255,0,0) '});"
"2774","NGC 2774","Galaxy","14.7",335.78,"Cancer","09h10m","+18°41'","",18.6833333333333,137.5,"planetarium.addPointer({
    'ra':  137.5 ,
    'dec':  18.6833333333333 ,
    'label': ' NGC 2774 ',
    'colour': ' rgb(255,0,0) '});"
"2775","NGC 2775","Galaxy","10.3",86.064,"Cancer","09h10m","+07°02'","C 48",7.03333333333333,137.5,"planetarium.addPointer({
    'ra':  137.5 ,
    'dec':  7.03333333333333 ,
    'label': ' NGC 2775 ',
    'colour': ' rgb(255,0,0) '});"
"2776","NGC 2776","Galaxy","11.7",90.954,"Lynx","09h12m","+44°57'","",44.95,138,"planetarium.addPointer({
    'ra':  138 ,
    'dec':  44.95 ,
    'label': ' NGC 2776 ',
    'colour': ' rgb(255,0,0) '});"
"2777","NGC 2777","Galaxy","14.2",83.782,"Cancer","09h10m","+07°12'","",7.2,137.5,"planetarium.addPointer({
    'ra':  137.5 ,
    'dec':  7.2 ,
    'label': ' NGC 2777 ',
    'colour': ' rgb(255,0,0) '});"
"2778","NGC 2778","Galaxy","12.4",129.096,"Lynx","09h12m","+35°01'","",35.0166666666667,138,"planetarium.addPointer({
    'ra':  138 ,
    'dec':  35.0166666666667 ,
    'label': ' NGC 2778 ',
    'colour': ' rgb(255,0,0) '});"
"2780","NGC 2780","Galaxy","14.2",180.93,"Lynx","09h12m","+34°55'","",34.9166666666667,138,"planetarium.addPointer({
    'ra':  138 ,
    'dec':  34.9166666666667 ,
    'label': ' NGC 2780 ',
    'colour': ' rgb(255,0,0) '});"
"2783","NGC 2783","Galaxy","15.1",342.3,"Cancer","09h13m","+30°00'","",30,138.25,"planetarium.addPointer({
    'ra':  138.25 ,
    'dec':  30 ,
    'label': ' NGC 2783 ',
    'colour': ' rgb(255,0,0) '});"
"2786","NGC 2786","Galaxy","13.9",257.703,"Cancer","09h13m","+12°26'","",12.4333333333333,138.25,"planetarium.addPointer({
    'ra':  138.25 ,
    'dec':  12.4333333333333 ,
    'label': ' NGC 2786 ',
    'colour': ' rgb(255,0,0) '});"
"2788","NGC 2788","Galaxy","14.5",196.904,"Volans","09h03m","-67°58'","",-66.0333333333333,135.75,"planetarium.addPointer({
    'ra':  135.75 ,
    'dec':  -66.0333333333333 ,
    'label': ' NGC 2788 ',
    'colour': ' rgb(255,0,0) '});"
"2795","NGC 2795","Galaxy","14.0",417.28,"Cancer","09h16m","+17°37'","",17.6166666666667,139,"planetarium.addPointer({
    'ra':  139 ,
    'dec':  17.6166666666667 ,
    'label': ' NGC 2795 ',
    'colour': ' rgb(255,0,0) '});"
"2800","NGC 2800","Galaxy","13.9",370.01,"Ursa Major","09h18m","+52°30'","",52.5,139.5,"planetarium.addPointer({
    'ra':  139.5 ,
    'dec':  52.5 ,
    'label': ' NGC 2800 ',
    'colour': ' rgb(255,0,0) '});"
"2803","NGC 2803","Galaxy","15.2",438.47,"Cancer","09h16m","+18°57'","",18.95,139,"planetarium.addPointer({
    'ra':  139 ,
    'dec':  18.95 ,
    'label': ' NGC 2803 ',
    'colour': ' rgb(255,0,0) '});"
"2804","NGC 2804","Galaxy","12.9",394.46,"Cancer","09h16m","+20°11'","",20.1833333333333,139,"planetarium.addPointer({
    'ra':  139 ,
    'dec':  20.1833333333333 ,
    'label': ' NGC 2804 ',
    'colour': ' rgb(255,0,0) '});"
"2809","NGC 2809","Galaxy","13.0",394.46,"Cancer","09h17m","+20°04'","",20.0666666666667,139.25,"planetarium.addPointer({
    'ra':  139.25 ,
    'dec':  20.0666666666667 ,
    'label': ' NGC 2809 ',
    'colour': ' rgb(255,0,0) '});"
"2811","NGC 2811","Galaxy","11.4",95.518,"Hydra","09h16m","-16°18'","",-15.7,139,"planetarium.addPointer({
    'ra':  139 ,
    'dec':  -15.7 ,
    'label': ' NGC 2811 ',
    'colour': ' rgb(255,0,0) '});"
"2813","NGC 2813","Galaxy","15.1",394.46,"Cancer","09h17m","+19°54'","",19.9,139.25,"planetarium.addPointer({
    'ra':  139.25 ,
    'dec':  19.9 ,
    'label': ' NGC 2813 ',
    'colour': ' rgb(255,0,0) '});"
"2814","NGC 2814","Galaxy","13.8",88.346,"Ursa Major","09h21m","+64°15'","",64.25,140.25,"planetarium.addPointer({
    'ra':  140.25 ,
    'dec':  64.25 ,
    'label': ' NGC 2814 ',
    'colour': ' rgb(255,0,0) '});"
"2819","NGC 2819","Galaxy","14.2",449.88,"Cancer","09h18m","+16°11'","",16.1833333333333,139.5,"planetarium.addPointer({
    'ra':  139.5 ,
    'dec':  16.1833333333333 ,
    'label': ' NGC 2819 ',
    'colour': ' rgb(255,0,0) '});"
"2821","NGC 2821","Galaxy","13.9",144.418,"Pyxis","09h16m","-26°48'","",-25.2,139,"planetarium.addPointer({
    'ra':  139 ,
    'dec':  -25.2 ,
    'label': ' NGC 2821 ',
    'colour': ' rgb(255,0,0) '});"
"2825","NGC 2825","Galaxy","15.0",358.6,"Lynx","09h19m","+33°44'","",33.7333333333333,139.75,"planetarium.addPointer({
    'ra':  139.75 ,
    'dec':  33.7333333333333 ,
    'label': ' NGC 2825 ',
    'colour': ' rgb(255,0,0) '});"
"2828","NGC 2828","Galaxy","15.6",365.12,"Lynx","09h19m","+33°53'","",33.8833333333333,139.75,"planetarium.addPointer({
    'ra':  139.75 ,
    'dec':  33.8833333333333 ,
    'label': ' NGC 2828 ',
    'colour': ' rgb(255,0,0) '});"
"2830","NGC 2830","Galaxy","14.1",326,"Lynx","09h19m","+33°44'","",33.7333333333333,139.75,"planetarium.addPointer({
    'ra':  139.75 ,
    'dec':  33.7333333333333 ,
    'label': ' NGC 2830 ',
    'colour': ' rgb(255,0,0) '});"
"2831","NGC 2831","Galaxy","13.4",242.707,"Lynx","09h19m","+33°44'","",33.7333333333333,139.75,"planetarium.addPointer({
    'ra':  139.75 ,
    'dec':  33.7333333333333 ,
    'label': ' NGC 2831 ',
    'colour': ' rgb(255,0,0) '});"
"2834","NGC 2834","Galaxy","15.4",365.12,"Lynx","09h20m","+33°42'","",33.7,140,"planetarium.addPointer({
    'ra':  140 ,
    'dec':  33.7 ,
    'label': ' NGC 2834 ',
    'colour': ' rgb(255,0,0) '});"
"2836","NGC 2836","Galaxy","12.7",67.156,"Carina","09h13m","-69°20'","",-68.6666666666667,138.25,"planetarium.addPointer({
    'ra':  138.25 ,
    'dec':  -68.6666666666667 ,
    'label': ' NGC 2836 ',
    'colour': ' rgb(255,0,0) '});"
"2838","NGC 2838","Galaxy","14.4",387.94,"Lynx","09h20m","+39°18'","",39.3,140,"planetarium.addPointer({
    'ra':  140 ,
    'dec':  39.3 ,
    'label': ' NGC 2838 ',
    'colour': ' rgb(255,0,0) '});"
"2840","NGC 2840","Galaxy","14.6",331.542,"Lynx","09h20m","+35°22'","",35.3666666666667,140,"planetarium.addPointer({
    'ra':  140 ,
    'dec':  35.3666666666667 ,
    'label': ' NGC 2840 ',
    'colour': ' rgb(255,0,0) '});"
"2842","NGC 2842","Galaxy","12.5",112.796,"Carina","09h15m","-63°04'","",-62.9333333333333,138.75,"planetarium.addPointer({
    'ra':  138.75 ,
    'dec':  -62.9333333333333 ,
    'label': ' NGC 2842 ',
    'colour': ' rgb(255,0,0) '});"
"2844","NGC 2844","Galaxy","12.9",145.233,"Lynx","09h21m","+40°09'","",40.15,140.25,"planetarium.addPointer({
    'ra':  140.25 ,
    'dec':  40.15 ,
    'label': ' NGC 2844 ',
    'colour': ' rgb(255,0,0) '});"
"2852","NGC 2852","Galaxy","14.1",95.518,"Lynx","09h23m","+40°09'","",40.15,140.75,"planetarium.addPointer({
    'ra':  140.75 ,
    'dec':  40.15 ,
    'label': ' NGC 2852 ',
    'colour': ' rgb(255,0,0) '});"
"2853","NGC 2853","Galaxy","14.4",91.932,"Lynx","09h23m","+40°12'","",40.2,140.75,"planetarium.addPointer({
    'ra':  140.75 ,
    'dec':  40.2 ,
    'label': ' NGC 2853 ',
    'colour': ' rgb(255,0,0) '});"
"2854","NGC 2854","Galaxy","13.8",108.069,"Ursa Major","09h24m","+49°12'","",49.2,141,"planetarium.addPointer({
    'ra':  141 ,
    'dec':  49.2 ,
    'label': ' NGC 2854 ',
    'colour': ' rgb(255,0,0) '});"
"2855","NGC 2855","Galaxy","11.1",79.055,"Hydra","09h21m","-11°54'","",-10.1,140.25,"planetarium.addPointer({
    'ra':  140.25 ,
    'dec':  -10.1 ,
    'label': ' NGC 2855 ',
    'colour': ' rgb(255,0,0) '});"
"2856","NGC 2856","Galaxy","13.3",108.069,"Ursa Major","09h24m","+49°14'","",49.2333333333333,141,"planetarium.addPointer({
    'ra':  141 ,
    'dec':  49.2333333333333 ,
    'label': ' NGC 2856 ',
    'colour': ' rgb(255,0,0) '});"
"2857","NGC 2857","Galaxy","12.2",221.68,"Ursa Major","09h24m","+49°21'","Arp 1",49.35,141,"planetarium.addPointer({
    'ra':  141 ,
    'dec':  49.35 ,
    'label': ' NGC 2857 ',
    'colour': ' rgb(255,0,0) '});"
"2862","NGC 2862","Galaxy","13.7",208.966,"Leo","09h24m","+26°46'","",26.7666666666667,141,"planetarium.addPointer({
    'ra':  141 ,
    'dec':  26.7666666666667 ,
    'label': ' NGC 2862 ',
    'colour': ' rgb(255,0,0) '});"
"2868","NGC 2868","Galaxy","15.2",384.68,"Hydra","09h23m","-10°25'","",-9.58333333333333,140.75,"planetarium.addPointer({
    'ra':  140.75 ,
    'dec':  -9.58333333333333 ,
    'label': ' NGC 2868 ',
    'colour': ' rgb(255,0,0) '});"
"2870","NGC 2870","Galaxy","13.9",149.96,"Ursa Major","09h27m","+57°22'","",57.3666666666667,141.75,"planetarium.addPointer({
    'ra':  141.75 ,
    'dec':  57.3666666666667 ,
    'label': ' NGC 2870 ',
    'colour': ' rgb(255,0,0) '});"
"2874","NGC 2874","Galaxy","12.5",109.536,"Leo","09h25m","+11°25'","",11.4166666666667,141.25,"planetarium.addPointer({
    'ra':  141.25 ,
    'dec':  11.4166666666667 ,
    'label': ' NGC 2874 ',
    'colour': ' rgb(255,0,0) '});"
"2880","NGC 2880","Galaxy","11.6",71.394,"Ursa Major","09h29m","+62°29'","",62.4833333333333,142.25,"planetarium.addPointer({
    'ra':  142.25 ,
    'dec':  62.4833333333333 ,
    'label': ' NGC 2880 ',
    'colour': ' rgb(255,0,0) '});"
"2882","NGC 2882","Galaxy","13.5",122.902,"Leo","09h26m","+07°57'","",7.95,141.5,"planetarium.addPointer({
    'ra':  141.5 ,
    'dec':  7.95 ,
    'label': ' NGC 2882 ',
    'colour': ' rgb(255,0,0) '});"
"2884","NGC 2884","Galaxy","13.6",161.044,"Hydra","09h26m","-11°33'","",-10.45,141.5,"planetarium.addPointer({
    'ra':  141.5 ,
    'dec':  -10.45 ,
    'label': ' NGC 2884 ',
    'colour': ' rgb(255,0,0) '});"
"2887","NGC 2887","Galaxy","11.7",135.616,"Carina","09h23m","-63°48'","",-62.2,140.75,"planetarium.addPointer({
    'ra':  140.75 ,
    'dec':  -62.2 ,
    'label': ' NGC 2887 ',
    'colour': ' rgb(255,0,0) '});"
"2888","NGC 2888","Galaxy","12.6",109.536,"Pyxis","09h26m","-28°02'","",-27.9666666666667,141.5,"planetarium.addPointer({
    'ra':  141.5 ,
    'dec':  -27.9666666666667 ,
    'label': ' NGC 2888 ',
    'colour': ' rgb(255,0,0) '});"
"2890","NGC 2890","Galaxy","15.2",257.54,"Hydra","09h26m","-14°31'","",-13.4833333333333,141.5,"planetarium.addPointer({
    'ra':  141.5 ,
    'dec':  -13.4833333333333 ,
    'label': ' NGC 2890 ',
    'colour': ' rgb(255,0,0) '});"
"2891","NGC 2891","Galaxy","12.6",70.09,"Pyxis","09h26m","-24°46'","",-23.2333333333333,141.5,"planetarium.addPointer({
    'ra':  141.5 ,
    'dec':  -23.2333333333333 ,
    'label': ' NGC 2891 ',
    'colour': ' rgb(255,0,0) '});"
"2893","NGC 2893","Galaxy","13.6",130.889,"Leo","09h30m","+29°32'","Mrk 401",29.5333333333333,142.5,"planetarium.addPointer({
    'ra':  142.5 ,
    'dec':  29.5333333333333 ,
    'label': ' NGC 2893 ',
    'colour': ' rgb(255,0,0) '});"
"2898","NGC 2898","Galaxy","14.8",187.776,"Hydra","09h29m","+02°03'","",2.05,142.25,"planetarium.addPointer({
    'ra':  142.25 ,
    'dec':  2.05 ,
    'label': ' NGC 2898 ',
    'colour': ' rgb(255,0,0) '});"
"2902","NGC 2902","Galaxy","13.2",99.919,"Hydra","09h30m","-14°44'","",-13.2666666666667,142.5,"planetarium.addPointer({
    'ra':  142.5 ,
    'dec':  -13.2666666666667 ,
    'label': ' NGC 2902 ',
    'colour': ' rgb(255,0,0) '});"
